time [ms],led_0,led_1,led_2,led_3
35456,0,8,2,9
35503,0,8,3,9
35549,0,9,3,9
35596,0,9,2,8
35642,0,6,3,9
35689,0,8,2,9
35735,0,9,2,9
35781,0,8,3,9
35828,0,8,2,9
35874,0,7,2,9
35921,0,8,3,9
35967,0,8,2,9
36014,0,7,2,9
36060,0,8,2,8
36107,0,8,3,8
36153,0,7,3,8
36199,0,7,3,9
36246,0,7,3,8
36292,0,7,3,9
36339,0,7,3,9
36385,0,7,2,8
36432,0,7,3,9
36478,0,7,3,9
36524,0,7,3,9
36571,0,7,3,9
36617,0,7,3,9
36664,0,7,4,9
36710,0,7,3,9
36757,0,7,3,9
36803,0,7,3,9
36850,0,7,2,9
36896,0,7,2,9
36942,0,7,3,9
36989,0,6,3,9
37035,0,7,3,8
37082,0,7,3,9
37128,0,7,3,9
37175,0,7,3,9
37221,0,7,2,9
37268,0,6,3,8
37314,0,6,2,9
37360,0,7,2,9
37407,0,7,2,9
37453,0,6,3,9
37500,0,6,3,9
37546,0,5,3,9
37593,0,5,3,8
37639,0,5,3,8
37685,0,6,3,8
37732,0,6,3,8
37778,0,7,3,8
37825,0,7,2,9
37871,0,7,3,9
37918,0,7,3,9
37964,0,6,3,9
38011,0,6,3,9
38057,0,6,3,8
38103,0,6,3,8
38150,0,6,2,9
38196,0,6,2,8
38243,0,6,3,9
38289,0,6,2,9
38336,0,6,2,9
38382,0,6,2,9
38429,0,6,3,9
38475,0,6,3,9
38521,0,6,2,9
38568,0,6,2,9
38614,0,6,2,8
38661,0,6,2,9
38707,0,6,2,8
38754,0,6,2,8
38800,0,6,2,9
38846,0,7,3,8
38893,0,6,2,9
38939,0,7,3,8
38986,0,7,2,9
39032,0,7,3,9
39079,0,7,3,9
39125,0,7,3,9
39172,0,7,3,9
39218,0,7,3,9
39264,0,7,3,9
39311,0,7,3,9
39357,0,8,3,9
39404,0,8,3,9
39450,0,8,2,9
39497,0,9,2,9
39543,0,9,2,9
39590,0,8,3,9
39636,0,8,3,9
39682,0,8,3,9
39729,0,8,3,9
39775,0,8,3,9
39822,0,8,3,9
39868,0,8,3,9
39915,0,8,2,9
39961,0,8,3,9
40007,0,9,3,9
40054,0,9,2,9
40100,0,9,2,9
40147,0,8,2,9
40193,0,8,3,9
40240,0,8,3,9
40286,0,8,3,8
40333,0,7,3,8
40379,0,8,2,9
40425,0,8,2,9
40472,0,8,2,9
40518,0,9,2,9
40565,0,9,3,9
40611,0,8,3,9
40658,0,9,2,9
40704,0,9,2,9
40751,0,8,3,9
40797,0,9,3,9
40843,0,8,3,9
40890,0,8,3,9
40936,0,8,3,9
40983,0,8,3,9
41029,0,8,3,9
41076,0,8,2,9
41122,0,8,3,9
41168,0,8,2,9
41215,0,7,3,9
41261,0,8,3,9
41308,0,9,3,9
41354,0,7,3,9
41401,0,8,3,9
41447,0,9,3,9
41494,0,8,4,9
41540,0,7,3,9
41586,0,8,3,9
41633,0,8,3,9
41679,0,8,3,9
41726,0,8,3,9
41772,0,8,3,9
41819,0,7,4,9
41865,0,7,3,9
41912,0,7,3,9
41958,0,8,3,9
42004,0,8,4,9
42051,0,8,3,9
42097,0,8,4,9
42144,0,8,3,9
42190,0,8,3,9
42237,0,7,3,9
42283,0,7,2,8
42329,0,7,3,8
42376,0,8,2,8
42422,0,8,3,9
42469,0,8,1,9
42515,0,7,3,8
42562,0,7,3,8
42608,0,8,3,9
42655,0,6,3,8
42701,0,7,3,9
42747,0,7,3,8
42794,0,7,3,9
