time [ms],led_0,led_1,led_2,led_3
13537,7,8,4,3
13583,10,5,4,7
13630,9,4,3,8
13676,3,1,1,9
13722,5,1,0,9
13769,6,5,1,5
13815,5,2,0,0
13862,2,0,0,0
13908,6,2,0,0
13955,6,1,0,0
14001,3,0,0,0
14048,6,0,0,0
14094,5,0,0,0
14140,5,1,0,0
14187,4,0,0,0
14233,7,1,0,0
14280,6,1,0,0
14326,3,0,0,0
14373,7,0,0,0
14419,7,0,0,0
14466,2,0,0,0
14512,1,0,0,0
14558,7,3,0,0
14605,8,4,0,0
14651,8,5,0,0
14698,7,4,0,0
14744,8,1,0,0
14791,9,3,0,0
14837,8,2,0,0
14883,8,5,0,3
14930,8,14,9,10
14976,9,12,2,3
15023,9,13,10,13
15069,5,14,14,13
15116,7,13,15,14
15162,7,13,12,10
15209,5,8,7,10
15255,8,4,7,11
15301,9,4,4,3
15348,7,4,6,10
15394,4,12,7,7
15441,2,2,0,0
15487,4,1,3,9
15534,0,3,2,14
15580,3,0,1,14
15627,6,0,0,8
15673,4,13,10,10
15719,6,12,8,9
15766,6,6,2,6
15812,7,3,4,7
15859,6,3,1,7
15905,5,1,2,4
15952,0,3,0,4
15998,1,14,4,3
16044,4,14,5,4
16091,7,14,4,3
16137,5,9,10,10
16184,6,12,13,11
16230,4,11,14,10
16277,6,12,14,10
16323,8,12,12,10
16370,6,12,9,6
16416,6,13,8,6
16462,5,12,5,5
16509,5,12,4,3
16555,3,11,3,1
16602,4,11,3,2
16648,5,7,2,0
16695,6,4,0,0
16741,5,4,0,0
16788,6,2,0,0
16834,6,3,0,0
16880,5,2,0,0
16927,6,0,0,0
16973,9,3,0,0
17020,9,4,0,2
17066,7,13,11,10
17113,9,14,11,12
17159,8,14,6,3
17205,8,13,7,6
17252,10,14,7,7
17298,7,13,5,3
17345,7,10,3,3
17391,6,14,9,9
17438,3,14,5,3
17484,6,13,7,7
17531,6,12,3,3
17577,4,12,4,0
17623,8,11,2,4
17670,5,4,1,7
17716,6,4,1,7
17763,7,2,0,3
17809,7,13,2,4
17856,4,12,3,4
17902,5,11,2,1
17949,5,9,1,0
17995,5,7,0,0
18041,1,3,0,0
18088,7,2,0,0
18134,8,2,0,0
18181,3,2,0,0
18227,5,2,0,0
18274,6,1,0,0
18320,3,0,0,0
18366,6,2,0,0
18413,9,5,0,0
18459,9,5,0,0
18506,8,4,0,0
18552,4,1,0,0
18599,6,0,0,0
18645,7,0,0,0
