time [ms],led_0,led_1,led_2,led_3
39682,6,8,6,7
39729,6,8,6,7
39775,7,10,6,8
39822,4,8,6,6
39868,6,8,6,7
39915,6,8,6,7
39961,2,8,6,7
40007,7,9,6,7
40054,5,9,7,7
40100,2,7,6,7
40147,7,10,6,8
40193,5,8,6,6
40240,4,9,6,7
40286,7,9,5,7
40333,3,6,6,6
40379,4,9,6,7
40425,7,9,6,7
40472,2,7,6,6
40518,5,8,5,7
40565,6,10,6,7
40611,3,3,5,6
40658,6,10,6,8
40704,5,8,6,6
40751,1,7,5,6
40797,5,9,6,7
40843,6,9,6,7
40890,3,7,6,6
40936,6,9,6,7
40983,7,11,8,7
41029,8,12,9,9
41076,8,12,9,9
41122,9,13,9,9
41168,10,13,8,9
41215,9,12,9,9
41261,9,12,8,9
41308,9,13,9,8
41354,7,11,7,8
41401,8,12,8,9
41447,8,12,8,9
41494,8,12,7,8
41540,9,13,8,9
41586,8,12,7,8
41633,9,13,8,9
41679,9,12,8,9
41726,8,12,8,8
41772,9,12,8,9
41819,9,12,7,8
41865,8,11,7,8
41912,8,12,6,8
41958,8,12,7,8
42004,7,10,7,8
42051,9,12,7,8
42097,10,13,9,9
42144,8,13,9,9
42190,6,11,10,9
42237,9,13,9,9
42283,4,10,10,9
42329,7,12,10,9
42376,8,12,9,9
42422,4,11,9,9
42469,8,12,9,9
42515,9,12,8,9
42562,3,11,9,8
42608,9,12,9,9
42655,8,12,9,9
42701,6,11,8,9
42747,9,12,9,9
42794,6,9,9,8
42840,6,12,9,8
42887,8,11,8,9
42933,5,10,8,9
42980,8,12,8,8
43026,8,12,8,9
43073,5,10,7,8
43119,9,12,7,9
43165,8,12,7,8
43212,6,9,8,8
43258,9,13,7,9
43305,6,10,7,8
43351,6,10,8,8
43398,8,11,7,9
43444,5,11,7,8
43490,7,10,7,8
43537,8,12,7,8
43583,4,9,7,8
43630,8,11,7,8
43676,8,11,7,8
43723,4,8,7,7
43769,8,11,7,8
43816,7,9,7,8
43862,4,9,7,8
43908,8,10,7,8
43955,6,9,6,8
44001,6,9,7,8
44048,8,10,6,8
44094,5,9,7,8
44141,8,11,5,8
44187,8,10,6,8
44234,3,6,5,6
44280,8,12,6,8
44326,7,9,6,8
44373,3,9,7,7
44419,8,10,6,8
44466,6,11,7,8
44512,5,9,6,7
44559,8,12,6,8
44605,5,8,7,8
44651,6,10,7,8
44698,8,11,6,8
44744,3,7,6,7
44791,7,11,7,8
44837,7,10,6,8
44884,3,9,7,7
44930,7,9,6,8
44977,7,11,7,7
45023,5,7,6,7
45069,7,11,6,8
45116,6,10,6,8
45162,5,9,6,7
45209,7,10,6,8
45255,5,8,6,7
45302,6,9,6,7
45348,6,9,6,7
45395,4,9,6,7
45441,7,8,6,7
45487,6,10,6,8
45534,3,7,6,7
45580,7,11,6,8
45627,5,8,7,7
45673,4,9,6,7
45720,7,10,6,8
45766,5,8,7,7
45812,5,9,6,7
45859,7,9,6,7
45905,4,8,7,7
45952,6,9,6,7
45998,7,11,6,8
46045,1,5,5,6
46091,7,10,6,8
46138,7,9,5,7
46184,5,7,7,7
46230,7,10,6,7
46277,6,9,5,7
46323,5,8,6,6
46370,6,9,6,7
46416,5,9,6,7
46463,3,7,5,6
46509,6,10,6,7
46555,4,7,5,6
46602,5,8,5,7
46648,5,9,6,7
46695,2,7,6,6
46741,5,8,6,7
46788,6,8,6,6
46834,3,7,6,6
46881,5,8,5,6
46927,3,7,6,6
46973,8,11,10,9
47020,8,13,10,9
47066,8,12,11,9
47113,9,13,10,9
47159,10,13,11,9
47206,9,11,10,9
47252,9,12,10,9
47299,9,11,10,9
47345,8,12,9,9
47391,6,11,7,8
47438,8,12,8,9
47484,8,12,9,9
47531,8,11,8,9
47577,9,12,8,9
47624,8,11,9,8
47670,9,12,8,9
47716,9,12,8,9
47763,8,11,7,8
47809,8,12,8,8
47856,8,11,7,8
47902,7,10,7,8
47949,8,11,6,8
47995,7,11,7,8
48042,8,11,7,8
48088,9,13,10,9
48134,1,10,10,9
48181,9,12,10,9
48227,8,12,10,9
48274,6,12,10,9
48320,8,10,10,9
48367,7,11,9,9
48413,6,11,9,9
48460,8,12,9,9
48506,7,11,9,9
48552,7,12,9,9
48599,9,12,8,9
48645,4,11,9,8
48692,9,13,9,9
48738,8,11,9,9
48785,4,10,9,8
48831,9,12,9,9
48877,7,12,9,9
48924,5,11,8,9
48970,9,13,9,9
49017,7,12,7,9
49063,7,12,7,9
49110,10,13,7,9
49156,5,11,7,8
49203,8,12,8,8
49249,9,13,8,9
49295,1,11,8,8
49342,8,12,8,8
49388,8,12,7,9
49435,2,10,7,8
49481,8,12,7,9
49528,8,12,8,8
49574,6,11,7,8
49621,9,12,7,8
49667,6,12,7,8
49713,8,11,7,8
49760,8,12,7,8
49806,4,10,7,8
49853,8,11,7,8
49899,8,11,7,8
49946,3,10,7,8
49992,8,12,6,8
50038,7,10,5,8
50085,5,11,6,8
50131,9,12,5,8
50178,7,11,6,8
50224,7,11,5,10
50271,8,12,6,12
50317,4,9,5,13
50364,6,12,6,12
50410,9,15,9,12
50456,6,13,10,12
50503,6,12,7,11
50549,7,12,7,10
50596,2,12,11,11
50642,9,14,11,10
50689,7,13,10,10
50735,6,11,9,9
50782,8,13,11,12
50828,6,13,10,11
50874,6,11,10,11
50921,7,12,11,11
50967,4,11,11,11
51014,8,14,11,11
51060,8,12,9,11
51107,4,9,6,8
51153,7,12,6,9
51199,8,12,7,9
51246,5,12,9,10
51292,8,13,11,10
51339,6,8,10,10
51385,5,10,8,11
51432,7,9,5,13
51478,5,9,5,13
51525,4,8,5,13
51571,7,11,6,12
51617,5,13,11,12
51664,7,12,10,11
51710,8,14,11,12
51757,2,11,11,11
51803,7,14,10,12
51850,7,12,11,11
51896,4,9,11,11
51943,7,12,11,11
51989,5,9,6,9
52035,6,13,8,12
52082,8,14,10,12
52128,5,9,5,14
52175,6,9,5,11
52221,7,12,9,12
52268,5,10,7,9
52314,7,11,6,8
52360,9,12,7,12
52407,3,13,7,13
52453,6,13,7,12
52500,6,11,5,13
52546,2,5,4,13
52593,6,8,4,13
52639,3,7,4,12
52686,4,8,5,12
52732,6,8,5,11
52778,2,5,5,7
52825,5,6,5,7
52871,5,7,6,7
52918,3,5,4,7
52964,5,8,6,7
53011,4,7,5,8
53057,9,12,11,9
53104,7,12,11,9
53150,8,13,11,9
53196,10,13,9,9
53243,9,13,11,9
53289,9,12,9,9
53336,9,13,9,9
53382,8,11,9,8
53429,8,12,8,9
53475,8,12,9,9
53521,8,12,8,9
53568,9,12,8,9
53614,9,12,8,9
53661,8,12,8,9
53707,9,13,9,9
53754,8,11,8,10
53800,8,14,10,11
53847,8,12,7,15
53893,8,11,7,13
53939,9,12,10,12
53986,8,12,8,12
54032,8,12,8,14
54079,7,11,8,11
54125,9,12,9,10
54172,8,15,11,10
54218,9,13,10,13
54265,8,12,10,13
54311,5,14,10,13
54357,8,14,12,13
54404,8,12,11,13
54450,7,14,11,14
54497,8,12,8,11
54543,6,11,9,9
54590,7,11,10,10
54636,9,15,12,10
54682,7,12,8,9
54729,9,13,10,9
54775,9,15,13,11
54822,4,11,13,11
54868,8,13,13,11
54915,9,14,11,11
54961,7,14,9,10
55008,9,13,8,9
55054,8,13,9,10
55100,8,13,9,13
55147,9,14,7,11
55193,7,12,7,14
55240,8,11,8,12
55286,9,12,8,8
55333,6,11,8,11
55379,7,11,7,10
55426,8,11,8,12
55472,5,12,8,9
55518,9,13,8,11
55565,8,13,8,13
55611,5,10,7,12
55658,8,12,7,9
55704,7,10,6,8
55751,7,11,7,8
55797,8,11,6,8
55843,6,11,7,8
55890,8,11,7,8
55936,8,12,7,8
55983,4,10,6,8
56029,8,12,6,9
56076,8,12,6,8
56122,5,10,7,8
56169,9,12,6,8
56215,7,11,6,8
56261,5,10,7,8
56308,8,12,6,8
56354,6,11,6,8
56401,6,9,7,7
56447,8,12,6,8
56494,5,10,6,8
56540,7,11,6,8
56587,8,11,6,8
56633,5,10,6,8
56679,7,11,6,8
56726,8,11,6,8
56772,5,9,6,8
56819,7,10,6,7
56865,7,11,6,8
56912,5,8,7,7
56958,7,11,6,8
57004,6,8,6,7
57051,6,10,6,8
57097,7,10,6,7
57144,5,9,6,8
57190,7,10,6,7
57237,7,10,6,7
57283,5,8,6,7
57330,7,10,6,8
57376,6,9,6,7
57422,2,7,6,6
57469,6,10,6,8
57515,5,8,6,7
57562,5,10,6,8
57608,7,10,6,8
57655,5,9,6,7
57701,7,9,6,7
57748,7,10,5,8
57794,5,6,6,6
57840,7,10,8,12
57887,8,15,11,12
57933,4,13,10,12
57980,6,12,10,12
58026,7,14,11,12
58073,6,14,11,11
58119,7,8,6,9
58165,5,10,4,13
58212,5,7,4,14
58258,6,9,5,7
58305,3,7,2,12
58351,5,15,10,13
58398,6,13,10,14
58444,5,13,9,14
58491,5,15,9,14
58537,6,8,5,8
58583,4,7,5,6
58630,6,8,6,13
58676,5,13,8,14
58723,4,12,8,14
58769,6,14,9,14
58816,5,13,8,13
